u,i,ts,w
248,1361,30,1
703,1230,30,23
473,1338,30,16
31,546,30,1
703,1230,30,23
703,1230,30,23
546,710,30,19
811,707,30,6
703,1230,30,23
1338,473,30,19
546,710,30,19
703,1230,30,23
619,232,30,1
703,1230,30,23
546,710,30,19
232,619,30,1
593,751,30,2
232,809,30,10
546,710,30,19
972,253,30,4
1593,218,30,3
218,1593,30,2
696,1630,30,1
546,710,30,19
678,918,30,3
546,710,30,19
1593,218,30,3
710,1622,30,5
619,966,30,3
1544,258,30,3
678,918,30,3
546,710,30,19
604,1338,30,3
678,918,30,3
604,1338,30,3
1538,1254,30,3
966,619,30,2
780,1313,30,3
619,966,30,3
966,619,30,2
353,1372,30,2
616,733,30,35
616,733,30,35
1623,809,30,26
473,1338,30,16
616,733,30,35
616,733,30,35
1281,1600,30,2
616,733,30,35
619,966,30,3
616,733,30,35
1615,1172,30,7
604,733,30,29
616,733,30,35
1406,1188,30,1
604,1245,30,1
724,858,30,2
1226,1237,30,2
1615,1600,30,4
1615,581,30,4
798,301,30,4
1618,711,30,3
1280,1032,30,16
1237,1226,30,2
1338,604,30,3
1338,473,30,19
1538,1631,30,1
1313,780,30,3
1577,341,30,4
798,301,30,4
462,608,30,8
537,1064,30,1
462,1008,30,2
1281,1541,30,4
1520,851,30,1
1574,734,30,8
248,301,30,4
1575,1247,30,1
748,1486,30,2
516,1587,30,1
494,932,30,3
494,1212,30,7
494,497,30,58
494,740,30,8
1541,1281,30,6
248,707,30,4
404,397,30,1
740,494,30,6
767,1303,30,9
192,232,30,25
1303,767,30,9
1538,1345,30,3
870,296,30,6
322,67,30,76
322,1338,30,12
1174,298,30,2
297,322,30,16
870,1602,30,2
297,322,30,16
297,322,30,16
1488,877,30,12
1157,26,30,15
1538,598,30,1
870,1602,30,2
1188,482,30,1
1188,1406,30,3
102,494,30,5
102,1602,30,2
599,1453,30,2
1104,839,30,2
192,62,30,17
322,949,30,20
102,1602,30,2
1506,41,30,1
102,461,30,21
1174,298,30,2
1395,1617,30,1
192,281,30,1
192,117,30,7
1575,1033,30,1
192,1632,30,1
192,62,30,17
1296,799,30,1
703,1602,30,4
1392,94,30,2
192,84,30,1
1412,799,30,3
391,320,30,17
966,192,30,4
1536,323,30,1
675,1205,30,1
1536,328,30,1
703,1602,30,4
1615,253,30,1
1538,1205,30,1
142,356,30,7
949,322,30,9
1538,1038,30,6
497,494,30,56
1615,581,30,4
1542,474,30,4
703,1602,30,4
297,572,30,17
1584,1042,30,6
171,1602,30,2
337,1243,30,3
1538,1038,30,6
1542,62,30,1
1542,474,30,4
506,1312,30,12
1602,171,30,1
1542,281,30,2
297,572,30,17
619,26,30,43
1615,581,30,4
297,572,30,17
297,572,30,17
767,1303,30,9
1615,939,30,2
1345,1313,30,47
397,404,30,22
1615,581,30,4
1038,1631,30,2
581,1615,30,1
642,1364,30,5
297,572,30,17
297,572,30,17
297,572,30,17
1615,939,30,2
1243,337,30,3
1183,1521,30,2
66,1564,30,1
686,1615,30,1
1303,767,30,9
233,1243,30,1
1243,233,30,1
1564,66,30,2
1564,173,30,3
554,1633,30,1
1377,1634,30,2
52,1584,30,3
1251,1615,30,10
1615,1251,30,9
1615,1251,30,9
712,877,30,3
1564,173,30,3
1251,1615,30,10
712,713,30,11
712,545,30,4
1251,1615,30,10
1564,173,30,3
1615,1251,30,9
1490,131,30,3
1188,501,30,18
1251,1615,30,10
1615,1251,30,9
1564,175,30,38
52,1635,30,5
52,1635,30,5
1382,1635,30,3
52,1635,30,5
1377,1634,30,2
52,1635,30,5
52,1635,30,5
983,1635,30,1
1538,1055,30,3
1538,1055,30,3
780,1313,30,3
200,1615,30,1
678,962,30,1
1564,227,30,1
102,71,30,17
1008,927,30,1
1008,751,30,1
1008,176,30,2
320,391,30,54
341,1577,30,1
41,1506,30,6
131,1490,30,2
508,1025,30,13
508,710,30,1
556,296,30,2
298,1174,30,4
298,1174,30,4
298,1174,30,4
522,227,30,2
1126,68,30,1
0,160,30,5
26,1157,30,14
26,619,30,41
1622,710,30,6
712,911,30,4
712,545,30,4
712,883,30,14
712,877,30,3
712,841,30,6
712,270,30,3
712,748,30,5
102,461,30,21
52,1622,30,2
839,1104,30,1
508,839,30,2
858,1521,30,4
1502,1501,30,3
808,1521,30,1
808,341,30,4
320,276,30,1
846,1577,30,2
712,508,30,3
522,614,30,2
1629,494,30,1
619,26,30,43
798,1607,30,5
218,1593,30,2
1538,752,30,1
792,862,30,3
1538,1298,30,5
345,1615,30,1
1364,642,30,5
1364,1392,30,10
1538,1298,30,5
1313,780,30,3
1252,1364,30,1
1538,1636,30,2
431,1586,30,1
1538,1636,30,2
1313,1345,30,36
1637,1632,30,2
1487,517,30,16
26,619,30,41
253,972,30,3
253,1615,30,1
522,614,30,2
604,430,30,11
388,829,30,26
1628,559,30,1
1538,1345,30,3
494,740,30,8
494,497,30,58
1433,173,30,33
391,320,30,17
820,482,30,16
1538,1168,30,9
1172,1615,30,5
1538,1345,30,3
1161,912,30,1
949,494,30,11
391,1314,30,6
160,0,30,5
1538,1038,30,6
160,1486,30,4
1538,1509,30,2
1538,1509,30,2
767,1252,30,5
740,494,30,6
1509,2,30,3
1226,1237,30,2
377,31,30,6
430,604,30,77
616,703,30,33
616,703,30,33
1593,218,30,3
604,430,30,11
430,604,30,77
703,616,30,31
616,703,30,33
703,616,30,31
616,703,30,33
522,192,30,1
522,869,30,2
522,66,30,1
1538,176,30,7
176,1008,30,2
1538,176,30,7
1538,176,30,7
1538,1337,30,6
142,581,30,1
1538,176,30,7
1538,1337,30,6
808,256,30,14
1538,176,30,7
1538,1337,30,6
1538,1337,30,6
1538,176,30,7
830,494,30,2
1538,176,30,7
870,182,30,1
296,556,30,3
870,296,30,6
296,870,30,3
703,616,30,31
1051,1135,30,4
1112,1552,30,1
102,494,30,5
686,756,30,3
102,604,30,8
175,1564,30,40
1538,1638,30,3
1538,298,30,3
1538,1638,30,3
1538,298,30,3
1538,1639,30,3
1538,1638,30,3
1538,1639,30,3
1538,1068,30,3
1538,1639,30,3
1538,1068,30,3
1545,1618,30,2
1252,767,30,5
1032,1280,30,18
1032,1280,30,18
248,301,30,4
232,192,30,27
1538,1020,30,5
1564,175,30,38
1538,1020,30,5
1538,1168,30,9
811,1615,30,2
811,707,30,6
1538,298,30,3
1538,1168,30,9
233,1247,30,2
31,218,30,4
1411,809,30,2
1538,1168,30,9
817,371,30,1
1538,817,30,2
817,1268,30,1
1538,35,30,2
1538,1168,30,9
1538,817,30,2
1538,1168,30,9
1538,1168,30,9
1538,1168,30,9
877,1636,30,2
1538,1168,30,9
31,1337,30,2
1538,600,30,2
320,391,30,54
809,1411,30,10
1538,600,30,2
767,1252,30,5
1112,338,30,1
767,1303,30,9
175,1564,30,40
1564,175,30,38
616,703,30,33
175,1564,30,40
1364,1252,30,1
1564,175,30,38
703,616,30,31
1386,66,30,5
1386,11,30,14
1071,799,30,2
175,1564,30,40
1386,66,30,5
808,256,30,14
1386,66,30,5
767,620,30,7
2,1509,30,2
767,620,30,7
767,620,30,7
1157,26,30,15
94,1117,30,6
703,446,30,1
1157,1071,30,61
1386,767,30,2
1538,1442,30,1
517,1487,30,17
94,1364,30,3
94,298,30,3
94,711,30,13
94,1392,30,5
710,1622,30,5
1042,1584,30,4
11,1492,30,2
11,1638,30,2
1303,767,30,9
94,524,30,6
1640,94,30,1
522,175,30,5
678,66,30,3
94,524,30,6
767,1303,30,9
94,591,30,7
1538,377,30,1
94,524,30,6
1538,709,30,1
1641,678,30,8
94,1509,30,1
94,524,30,6
1303,767,30,9
1509,2,30,3
94,524,30,6
102,1020,30,1
94,524,30,6
1280,1032,30,16
524,94,30,1
678,1641,30,6
1338,1298,30,1
1641,678,30,8
966,192,30,4
102,898,30,2
218,31,30,4
1563,1564,30,2
26,1157,30,14
41,963,30,7
102,1230,30,12
2,134,30,8
102,1642,30,1
1386,767,30,2
1600,1281,30,7
1643,1538,30,1
1314,391,30,4
1636,877,30,1
1253,1233,30,3
703,1230,30,23
31,218,30,4
102,1230,30,12
1281,1600,30,2
1237,1226,30,2
678,1641,30,6
966,192,30,4
1641,678,30,8
1641,31,30,3
218,31,30,4
821,1641,30,3
1641,821,30,5
1641,821,30,5
678,1641,30,6
313,332,30,4
811,707,30,6
11,1386,30,17
1561,1298,30,1
877,1636,30,2
966,192,30,4
192,966,30,2
192,966,30,2
1100,712,30,6
8,1386,30,4
31,218,30,4
1538,1068,30,3
1538,1254,30,3
31,1641,30,3
1538,1254,30,3
11,1386,30,17
1538,1341,30,1
31,1644,30,1
712,508,30,3
143,1499,30,7
218,31,30,4
248,707,30,4
248,1644,30,1
1230,703,30,13
1230,703,30,13
31,218,30,4
1433,173,30,33
218,31,30,4
1538,1645,30,2
545,712,30,1
1538,1646,30,11
1538,1646,30,11
422,1496,30,1
1538,1645,30,2
870,296,30,6
1538,1646,30,11
391,320,30,17
1041,614,30,9
72,1645,30,2
1629,388,30,1
703,1230,30,23
1645,72,30,1
877,1646,30,10
72,1645,30,2
391,1314,30,6
1298,1645,30,3
1298,1645,30,3
877,1646,30,10
1298,1645,30,3
751,597,30,2
1645,1298,30,3
1645,1298,30,3
1254,877,30,20
985,162,30,2
296,870,30,3
1645,1298,30,3
1538,1646,30,11
870,296,30,6
1643,1600,30,1
1538,1646,30,11
870,296,30,6
102,1645,30,2
877,1646,30,10
1538,1646,30,11
1538,1646,30,11
1538,1646,30,11
296,870,30,3
1538,1646,30,11
1254,877,30,20
1538,1646,30,11
102,1645,30,2
173,1433,30,11
1600,1645,30,1
102,1230,30,12
232,192,30,27
130,1254,30,1
568,1521,30,8
1269,831,30,1
1600,1615,30,6
175,522,30,4
619,26,30,43
1600,604,30,6
1600,219,30,7
356,142,30,2
192,232,30,25
356,1643,30,5
1520,827,30,1
522,175,30,5
320,391,30,54
1618,1647,30,1
192,232,30,25
175,522,30,4
192,1645,30,5
1643,356,30,3
1488,877,30,12
40,522,30,4
102,1230,30,12
1254,1112,30,2
26,619,30,41
40,175,30,9
40,522,30,4
232,192,30,27
619,26,30,43
1640,1538,30,1
190,1096,30,3
26,619,30,41
192,1645,30,5
1096,190,30,9
1096,1269,30,1
619,26,30,43
192,232,30,25
388,1629,30,1
232,192,30,27
1645,192,30,2
219,1600,30,5
870,296,30,6
192,1645,30,5
219,233,30,7
707,811,30,4
524,18,30,9
192,1129,30,3
1615,1600,30,4
1129,192,30,3
192,1129,30,3
1129,192,30,3
26,619,30,41
1538,1210,30,1
493,388,30,17
493,388,30,17
911,712,30,2
1623,1252,30,1
192,1129,30,3
846,1386,30,1
591,94,30,6
619,26,30,43
1640,969,30,7
8,1312,30,30
1129,33,30,3
969,127,30,2
1640,969,30,7
26,619,30,41
1157,26,30,15
1623,718,30,4
26,1157,30,14
1157,712,30,8
1623,1499,30,2
1041,614,30,9
1234,1467,30,2
1157,26,30,15
642,1364,30,5
1188,1488,30,2
1484,1402,30,1
1640,969,30,7
1285,1230,30,4
1640,340,30,1
809,232,30,17
1008,176,30,2
1112,1564,30,1
1313,1345,30,36
26,1157,30,14
969,1640,30,9
11,1492,30,2
377,1538,30,1
560,94,30,28
821,1641,30,3
1112,543,30,10
877,1488,30,9
11,1638,30,2
102,1230,30,12
1623,718,30,4
1157,26,30,15
619,26,30,43
1112,543,30,10
1542,591,30,2
127,969,30,2
1112,543,30,10
1112,543,30,10
26,1157,30,14
11,365,30,3
1112,543,30,10
8,31,30,25
8,31,30,25
1112,543,30,10
8,31,30,25
192,1645,30,5
1157,26,30,15
1112,543,30,10
1615,1251,30,9
842,870,30,3
842,1236,30,35
1251,1615,30,10
391,320,30,17
932,144,30,1
66,821,30,1
1615,1251,30,9
932,494,30,2
842,1552,30,2
142,356,30,7
1236,842,30,11
1112,543,30,10
776,1638,30,2
1618,838,30,3
1618,838,30,3
1618,838,30,3
1538,35,30,2
1538,1020,30,5
1538,1020,30,5
1425,338,30,2
1425,829,30,1
337,1243,30,3
1425,1065,30,2
66,1425,30,1
1538,1020,30,5
1342,280,30,10
1618,772,30,1
1521,808,30,1
1521,858,30,5
1521,1183,30,3
969,127,30,2
1188,1646,30,3
248,1628,30,8
1521,858,30,5
1521,1617,30,2
1112,127,30,16
1284,1564,30,6
127,969,30,2
1284,1640,30,1
481,1488,30,5
1564,1284,30,3
568,1521,30,8
1284,1564,30,6
1112,543,30,10
1112,127,30,16
1538,658,30,1
1112,1254,30,20
1541,539,30,2
1538,1648,30,1
543,1112,30,1
1564,1284,30,3
821,66,30,1
808,545,30,1
1284,1564,30,6
1112,543,30,10
297,572,30,17
297,572,30,17
297,572,30,17
233,219,30,6
1247,233,30,3
1646,1188,30,3
297,572,30,17
545,808,30,2
842,870,30,3
1538,1646,30,11
842,1236,30,35
1112,494,30,19
297,572,30,17
1112,436,30,13
877,712,30,5
620,767,30,6
176,1008,30,2
0,160,30,5
1616,1282,30,1
1366,1484,30,1
1112,134,30,5
134,41,30,5
134,1355,30,1
1616,369,30,1
26,1157,30,14
1325,712,30,4
2,1509,30,2
134,1485,30,1
2,134,30,8
1112,134,30,5
1488,877,30,12
1488,481,30,11
1112,134,30,5
1488,248,30,6
2,134,30,8
2,71,30,7
1538,203,30,2
1538,1572,30,7
1538,1572,30,7
1269,1096,30,2
2,134,30,8
1269,1096,30,2
1538,1572,30,7
2,134,30,8
2,134,30,8
2,134,30,8
1112,134,30,5
1567,1041,30,2
134,1112,30,1
1538,1572,30,7
1112,134,30,5
1538,1572,30,7
71,2,30,1
1544,1555,30,2
1279,47,30,13
1279,47,30,13
1345,1313,30,47
1279,47,30,13
1279,47,30,13
1279,47,30,13
1279,47,30,13
1279,47,30,13
134,0,30,1
1279,47,30,13
1279,47,30,13
1279,47,30,13
1279,47,30,13
102,29,30,3
1279,47,30,13
102,29,30,3
1618,592,30,2
29,102,30,5
1279,47,30,13
102,29,30,3
29,102,30,5
1575,388,30,2
1188,1646,30,3
765,251,30,3
1032,1280,30,18
437,686,30,2
437,686,30,2
437,1318,30,2
1135,1051,30,5
1439,437,30,1
1648,1538,30,1
734,1574,30,5
481,1488,30,5
190,737,30,4
1251,1615,30,10
0,134,30,2
591,1542,30,1
232,809,30,10
1183,1521,30,2
280,1342,30,9
1271,1129,30,1
336,1640,30,1
963,41,30,4
963,41,30,4
1487,517,30,16
1068,1538,30,1
1645,192,30,2
1637,1645,30,1
1233,1253,30,4
535,932,30,4
26,619,30,41
1579,1351,30,3
248,1488,30,6
448,1519,30,1
1579,94,30,3
33,1129,30,4
1637,1632,30,2
831,1269,30,1
1499,1623,30,1
1623,1499,30,2
1499,143,30,6
1312,1402,30,6
1041,614,30,9
1312,568,30,13
1041,1567,30,1
614,1041,30,8
1041,614,30,9
446,703,30,1
8,1641,30,3
8,1648,30,1
8,1649,30,1
8,1646,30,9
8,1645,30,1
8,1642,30,1
8,1643,30,9
8,1647,30,1
8,1639,30,1
8,1650,30,1
8,1651,30,1
8,1636,30,2
1051,1135,30,4
8,1640,30,1
8,1621,30,2
8,1617,30,1
8,1620,30,1
958,957,30,5
8,1312,30,30
8,1312,30,30
8,1312,30,30
778,839,30,1
1253,1233,30,3
8,1195,30,24
1623,724,30,7
8,900,30,1
8,616,30,10
143,1499,30,7
737,190,30,7
724,1623,30,5
49,757,30,3
517,1487,30,17
1279,1037,30,1
328,614,30,1
328,1536,30,2
1318,437,30,1
94,591,30,7
94,1579,30,3
1402,1484,30,1
473,614,30,1
1402,1312,30,4
1623,724,30,7
767,1303,30,9
604,1600,30,5
1364,642,30,5
1288,699,30,1
388,493,30,5
388,493,30,5
1636,8,30,1
1488,481,30,11
1386,11,31,14
1386,8,31,2
1386,11,31,14
1386,846,31,1
1386,66,31,5
616,8,31,5
535,932,31,4
190,737,31,4
430,726,31,8
1280,1032,31,16
1641,31,31,3
1652,1602,31,1
1641,8,31,2
1618,1628,31,3
1254,1652,31,2
248,1235,31,1
281,192,31,1
740,1254,31,3
1254,740,31,3
740,1254,31,3
8,1641,31,3
8,616,31,10
8,1636,31,2
8,1386,31,4
8,281,31,50
401,680,31,4
1157,26,31,15
219,233,31,7
219,233,31,7
1157,1071,31,61
1331,290,31,3
1331,290,31,3
1331,290,31,3
877,1488,31,9
1487,517,31,16
614,1041,31,8
614,473,31,1
1135,1051,31,5
1623,280,31,7
26,1157,31,14
1577,341,31,4
1577,846,31,8
699,1288,31,1
1117,94,31,4
643,144,31,1
1316,49,31,1
1037,1279,31,1
1615,1251,31,9
494,830,31,4
494,949,31,9
1615,811,31,2
1441,882,31,2
1615,1172,31,7
494,740,31,8
1615,345,31,1
494,932,31,3
494,1112,31,12
1615,1521,31,1
1303,767,31,9
127,1112,31,14
1579,94,31,3
1254,740,31,3
481,1488,31,5
1071,1157,31,33
233,219,31,6
49,1316,31,1
969,1640,31,9
11,1386,31,17
11,1386,31,17
1328,982,31,1
1641,8,31,2
619,26,31,43
1641,1170,31,1
31,1641,31,3
811,1615,31,2
1646,1538,31,1
811,707,31,6
1157,26,31,15
11,996,31,9
1412,799,31,3
1646,1188,31,3
1157,1071,31,61
1646,8,31,9
1157,26,31,15
11,996,31,9
356,1643,31,5
356,142,31,2
356,591,31,1
1251,1615,31,10
870,842,31,6
369,1616,31,1
8,1646,31,9
8,1641,31,3
1157,1216,31,1
1216,1157,31,1
1486,748,31,2
1486,160,31,4
1486,1597,31,2
1574,734,31,8
517,1487,31,17
568,1312,31,6
711,94,31,11
1519,448,31,3
1519,911,31,4
1172,1615,31,5
822,1575,31,1
822,614,31,9
1129,33,31,3
1129,1271,31,1
1129,192,31,3
1509,2,31,3
614,822,31,11
26,1157,31,14
1422,1157,31,4
1129,1525,31,3
1129,1525,31,3
1129,1525,31,3
616,8,31,5
1311,455,31,1
1188,1646,31,3
1618,174,31,2
614,1129,31,1
1615,1251,31,9
8,616,31,10
1312,8,31,25
1646,1188,31,3
1312,568,31,13
1646,8,31,9
1646,877,31,9
1646,1653,31,1
1646,1004,31,2
1618,1640,31,2
436,1112,31,2
1618,1640,31,2
757,1618,31,2
1542,591,31,2
2,43,31,5
2,35,31,9
1312,1402,31,6
539,1541,31,1
756,686,31,3
858,1521,31,4
233,1254,31,5
1041,614,31,9
233,814,31,1
614,1041,31,8
192,1645,31,5
842,870,31,3
1032,1280,31,18
1652,1254,31,1
1487,517,31,16
280,1623,31,6
1343,1597,31,1
127,1377,31,1
1544,258,31,3
1544,258,31,3
1315,1038,31,3
1433,173,31,33
360,1435,31,2
752,1538,31,1
414,1623,31,1
1643,519,31,1
519,1643,31,1
949,494,31,11
1647,280,31,4
1315,71,31,2
360,863,31,2
1643,811,31,3
1212,494,31,1
0,43,31,5
280,1647,31,4
1316,918,31,3
1623,280,31,7
1623,414,31,1
972,253,31,4
307,1640,31,1
280,1623,31,6
1600,219,31,7
248,298,31,1
1641,31,31,3
1600,1615,31,6
1233,1253,31,4
918,1316,31,3
8,1646,31,9
1254,233,31,5
1254,1652,31,2
1600,604,31,6
1020,1538,31,1
1041,614,31,9
173,1433,31,11
740,494,31,6
614,1041,31,8
1623,280,31,7
877,1646,31,10
687,325,31,1
1654,1640,31,2
1654,740,31,2
1654,1597,31,2
740,1654,31,2
253,972,31,3
616,8,31,5
1640,1618,31,2
248,1654,31,3
1640,307,31,1
616,253,31,3
1157,26,31,15
1157,1422,31,6
1628,1618,31,2
1157,1071,31,61
1628,248,31,5
1071,1157,31,33
1640,1654,31,1
248,1628,31,8
1602,1652,31,1
1654,248,31,2
1654,740,31,2
248,1654,31,3
1646,877,31,9
1646,8,31,9
1654,248,31,2
248,1654,31,3
1637,1409,31,1
280,331,31,9
1342,280,31,10
248,733,31,3
8,1646,31,9
8,616,31,10
616,8,31,5
8,616,31,10
280,1342,31,9
280,1623,31,6
1552,842,31,1
422,865,31,1
808,1405,31,5
1189,1284,31,9
707,811,31,4
11,1386,31,17
1405,808,31,4
26,619,31,41
1311,1655,31,2
296,556,31,3
26,1157,31,14
877,1646,31,10
724,1623,31,5
877,1254,31,19
219,233,31,7
517,1487,31,17
219,1600,31,5
1647,280,31,4
932,494,31,2
932,535,31,2
1587,712,31,1
233,219,31,6
1080,31,31,1
1555,1544,31,7
877,1425,31,3
1647,801,31,1
356,773,31,1
1647,89,31,1
356,1564,31,1
280,1647,31,4
356,1425,31,2
356,1361,31,2
356,1361,31,2
1647,280,31,4
1647,8,31,1
219,233,31,7
1647,1618,31,1
66,1656,31,1
280,1647,31,4
818,1641,31,2
356,1102,31,1
1623,280,31,7
356,1623,31,5
740,1654,31,2
1657,276,31,1
66,1643,31,1
1623,356,31,4
1647,280,31,4
280,1623,31,6
356,1623,31,5
1623,280,31,7
1623,356,31,4
280,1647,31,4
356,1623,31,5
280,1623,31,6
740,1254,31,3
280,316,31,15
1623,356,31,4
545,773,31,1
535,932,31,4
66,1636,31,1
882,1441,31,1
842,1552,31,2
673,1623,31,1
2,0,31,35
1361,356,31,1
1499,143,31,6
1641,818,31,1
1647,864,31,2
1647,864,31,2
1657,985,31,1
1647,962,31,2
1647,1626,31,3
1647,1626,31,3
1647,1626,31,3
1541,539,31,2
911,1519,31,1
1656,66,31,1
1647,1176,31,3
1647,1176,31,3
1647,1176,31,3
11,526,31,20
1656,1020,31,2
1656,1020,31,2
11,1254,31,11
1471,814,31,1
11,1405,31,2
11,1439,31,3
11,1519,31,2
1656,1640,31,5
18,1129,31,6
1405,11,31,1
1656,712,31,2
1519,911,31,4
144,643,31,2
144,932,31,2
1519,11,31,2
1640,1656,31,3
1519,597,31,1
710,546,31,14
1656,1640,31,5
1519,1658,31,1
1640,1656,31,3
391,1659,31,1
1647,1550,31,3
1647,1550,31,3
1656,1640,31,5
1041,1640,31,2
1550,1647,31,1
1254,877,31,20
1656,1640,31,5
1640,1656,31,3
1041,1254,31,5
1254,740,31,3
1254,11,31,4
1254,1041,31,5
1647,1550,31,3
1188,481,31,21
1521,858,31,5
481,1188,31,11
1188,481,31,21
1041,1254,31,5
1041,1640,31,2
1521,568,31,6
877,1254,31,19
877,1188,31,6
535,1550,31,1
568,1521,31,8
1521,568,31,6
1254,1041,31,5
1254,877,31,20
1251,1615,31,10
1521,1254,31,4
1254,1521,31,4
1188,877,31,7
1041,1254,31,5
1521,1254,31,4
568,1521,31,8
1041,614,31,9
1254,1041,31,5
1254,1521,31,4
1041,1254,31,5
1254,1041,31,5
1521,1254,31,4
1439,11,31,2
1254,1521,31,4
1521,568,31,6
299,1656,31,1
1041,1254,31,5
1521,1254,31,4
1647,1282,31,1
877,1254,31,19
1254,1521,31,4
1254,1041,31,5
1254,877,31,20
143,1499,31,7
619,26,31,43
1655,1311,31,1
568,1521,31,8
1647,173,31,11
1405,1602,31,8
1602,1405,31,6
1157,26,31,15
1405,842,31,9
173,1647,31,10
1405,1602,31,8
1521,568,31,6
568,1521,31,8
1647,643,31,2
1157,378,31,1
1521,568,31,6
1647,173,31,11
1647,173,31,11
1041,711,31,12
842,1405,31,9
568,1521,31,8
1615,1251,31,9
1405,842,31,9
173,1647,31,10
173,1647,31,10
1647,173,31,11
842,1405,31,9
1647,173,31,11
1405,842,31,9
546,710,31,19
1521,568,31,6
1647,643,31,2
173,1647,31,10
173,1647,31,10
1641,678,31,8
546,710,31,19
203,1538,31,2
1647,173,31,11
173,1647,31,10
1647,1041,31,2
1041,1243,31,1
1647,173,31,11
678,1641,31,6
297,1352,31,1
173,1647,31,10
1641,678,31,8
1647,173,31,11
1041,1647,31,1
1352,297,31,1
710,546,31,14
568,1521,31,8
1602,1405,31,6
546,710,31,19
173,1647,31,10
1647,1041,31,2
710,546,31,14
1405,1602,31,8
1647,173,31,11
546,710,31,19
710,546,31,14
173,1647,31,10
546,710,31,19
1647,173,31,11
173,1647,31,10
1647,173,31,11
710,546,31,14
1051,1135,31,4
546,710,31,19
678,1641,31,6
877,712,31,5
297,352,31,5
1641,678,31,8
809,1364,31,5
1641,678,31,8
1405,1184,31,3
1184,1405,31,3
1405,1184,31,3
1647,1051,31,2
1184,1405,31,3
1405,1184,31,3
1641,1296,31,3
1641,1296,31,3
1112,494,31,19
1405,1641,31,11
371,568,31,30
1112,436,31,13
568,371,31,42
547,1058,31,1
371,568,31,30
547,127,31,1
1641,1405,31,9
282,1342,31,1
1405,1641,31,11
1641,1405,31,9
1405,1641,31,11
568,371,31,42
371,568,31,30
1641,1405,31,9
1351,1579,31,3
1405,1641,31,11
1405,1641,31,11
1641,1405,31,9
1405,1641,31,11
1641,1405,31,9
1517,1623,31,1
1405,1641,31,11
1641,1405,31,9
1405,1641,31,11
1641,1405,31,9
1405,1641,31,11
1641,1405,31,9
1405,1641,31,11
1405,1602,31,8
1602,1405,31,6
1641,1405,31,9
1602,1405,31,6
1405,1602,31,8
1405,1641,31,11
1405,1602,31,8
1602,1405,31,6
1405,1602,31,8
1602,1405,31,6
1405,1602,31,8
1313,1345,31,36
1214,1471,31,1
1635,983,31,1
437,1318,31,2
932,535,31,2
1195,8,31,2
251,765,31,4
1280,1032,31,16
1312,8,31,25
1312,8,31,25
1312,506,31,25
1386,11,31,14
360,637,31,2
360,1640,31,1
620,685,31,5
1135,1051,31,5
616,8,31,5
556,296,31,2
614,1041,31,8
943,814,31,1
1660,712,31,2
1345,1313,31,47
1660,1025,31,1
26,1157,31,14
26,619,31,41
1184,1405,31,3
1433,173,31,33
733,248,31,2
616,776,31,1
1433,1311,31,15
1358,1342,31,7
1311,1655,31,2
1311,1433,31,13
1311,1433,31,13
1433,1311,31,15
1311,1433,31,13
1311,1433,31,13
1433,1311,31,15
1433,1311,31,15
1311,1433,31,13
1311,1433,31,13
1386,1311,31,11
1433,1311,31,15
1311,1386,31,12
1311,1433,31,13
1433,1311,31,15
1184,1141,31,3
1386,1311,31,11
1386,1311,31,11
1311,1386,31,12
1386,1311,31,11
811,1643,31,3
1311,1386,31,12
1311,1386,31,12
1386,1311,31,11
1141,1184,31,2
1386,1433,31,6
1386,1343,31,3
1433,1386,31,5
1311,1386,31,12
1386,1433,31,6
1184,1141,31,3
1386,1311,31,11
699,821,31,2
1433,1386,31,5
1433,1386,31,5
1311,1386,31,12
1386,1433,31,6
750,821,31,3
1311,1386,31,12
1386,1311,31,11
1311,1386,31,12
1386,1311,31,11
1386,1433,31,6
1386,1311,31,11
1433,1386,31,5
1433,1386,31,5
1386,1433,31,6
1386,1433,31,6
248,1243,31,5
535,932,31,4
522,1661,31,3
522,1661,31,3
522,1661,31,3
153,1538,31,1
842,1405,31,9
160,0,31,5
160,1486,31,4
1041,614,31,9
593,276,31,4
593,259,31,1
71,1315,31,2
210,35,31,4
750,1577,31,1
1656,299,31,2
31,517,31,1
1441,882,31,2
712,1525,31,1
1487,517,31,16
1662,1620,31,2
1662,1620,31,2
173,1433,31,11
31,1656,31,1
1656,712,31,2
614,1041,31,8
1656,522,31,1
1656,392,31,1
1100,712,31,6
1405,842,31,9
0,160,31,5
0,2,31,32
1188,1014,31,3
1188,1014,31,3
1188,594,31,8
712,1100,31,3
712,1660,31,1
712,877,31,3
712,911,31,4
594,1188,31,7
619,26,31,43
1623,724,31,7
311,0,31,31
503,371,31,1
388,1575,31,2
1488,371,31,1
713,712,31,4
1284,1189,31,10
1284,1189,31,10
338,712,31,1
1284,1189,31,10
911,712,31,2
1623,1092,31,2
211,1055,31,1
474,1542,31,2
821,699,31,2
371,503,31,1
821,750,31,3
371,1488,31,1
1313,1345,31,36
371,1623,31,2
100,281,31,4
962,1647,31,2
1647,962,31,2
11,1386,31,17
11,1439,31,3
430,604,31,77
430,616,31,42
11,1519,31,2
11,1405,31,2
1623,371,31,2
1345,1313,31,47
392,1656,31,1
1623,1348,31,4
100,175,31,7
748,1486,31,2
100,197,31,5
643,1647,31,1
643,1243,31,2
748,712,31,3
352,297,31,4
1623,366,31,2
